Mouse,Genotype,Colony_Prefix,Sex,Gene_Name,period,start,Age_In_Weeks,low_survival_spotted,start_weight,weigth_min,w_d7,auc_d7,Average_Histo_Score,E_score_Histo,M_score_Histo,surv_days,pre_d10_death
M02476328,Plet1:Hom,CBSC,Female,Plet1,C,2016-09-05,8.1,NA,NA,0.006289308176100607,0.06918238993710689,0.23584905660377353,NA,NA,NA,10,FALSE
M02476330,Plet1:Hom,CBSC,Female,Plet1,C,2016-09-05,8.1,NA,NA,-0.02030456852791871,0.030456852791878247,0.2588832487309645,NA,NA,NA,10,FALSE
M02476333,Plet1:Hom,DABD,Female,Plet1,C,2016-09-05,8.1,NA,NA,-0.07207207207207197,0,0.004504504504504887,NA,NA,NA,10,FALSE
M02480131,H2al2a:Hom,TCAX,Female,H2al2a,C,2017-01-03,24.4,NA,NA,-0.09836065573770496,-0.0846994535519126,-0.1598360655737706,NA,NA,NA,10,FALSE
M02480267,C2cd4b:Hom,TCAX,Female,C2cd4b,C,2016-09-05,7.1,NA,NA,-0.07174887892376688,-0.04484304932735426,-0.04484304932735442,NA,NA,NA,10,FALSE
M02480268,C2cd4b:Hom,DAEN,Female,C2cd4b,C,2016-09-05,7.1,NA,NA,-0.054945054945054944,0.016483516483516522,0.15659340659340676,NA,NA,NA,10,FALSE
M02480269,C2cd4b:Hom,DAEN,Female,C2cd4b,C,2016-09-05,7.1,NA,NA,-0.06965174129353244,0.009950248756218869,0.07462686567164117,NA,NA,NA,10,FALSE
M02480270,C2cd4b:Hom,DAEN,Female,C2cd4b,C,2016-09-05,7.1,NA,NA,-0.08542713567839193,-0.045226130653266264,0.042713567839196415,NA,NA,NA,10,FALSE
M02481495,WT,DAEN,Female,,C,2017-01-03,23.3,NA,NA,-0.07380073800738007,-0.07011070110701115,-0.18634686346863505,NA,NA,NA,NA,FALSE
M02481496,WT,DAEL,Female,,C,2017-01-03,23.3,NA,NA,-0.05459770114942525,-0.04885057471264356,-0.09339080459770044,NA,NA,NA,NA,FALSE
M02482757,Herc1:Hom,DAEL,Female,Herc1,C,2017-01-03,23.3,NA,NA,-0.0727272727272728,0.00454545454545461,0.2704545454545457,NA,NA,NA,10,FALSE
M02483007,Lncenc1(.1):Hom,DAEL,Female,Lncenc1,C,2016-09-05,6.1,NA,NA,-0.10734463276836151,-0.03954802259887002,-0.25706214689265533,NA,NA,NA,10,FALSE
M02483008,Lncenc1(.1):Hom,DAEL,Female,Lncenc1,C,2016-09-05,6.1,NA,NA,-0.047619047619047616,0.01428571428571432,-0.07380952380952376,NA,NA,NA,10,FALSE
M02483547,Vpreb3:Hom,PMCT,Female,Vpreb3,C,2017-01-03,23.1,NA,NA,-0.08539944903581252,-0.05785123966942134,-0.13085399449035753,NA,NA,NA,10,FALSE
M02483549,Vpreb3:Hom,PMCT,Female,Vpreb3,C,2017-01-03,23.1,NA,NA,-0.05585106382978727,-0.03191489361702135,-0.007978723404255431,NA,NA,NA,10,FALSE
M02483552,Vpreb3:Hom,PMCT,Female,Vpreb3,C,2017-01-03,22.4,NA,NA,-0.0879765395894428,-0.038123167155425346,0.03372434017595272,NA,NA,NA,10,FALSE
M02483553,Vpreb3:Hom,CBSC,Female,Vpreb3,C,2017-01-03,22.4,NA,NA,-0.03431372549019605,-0.029411764705882252,-0.051470588235293546,NA,NA,NA,10,FALSE
M02484912,Psg20:Het,PMDH,Female,Psg20,C,2017-01-03,23.3,NA,NA,-0.15601023017902815,-0.13554987212276226,-0.6687979539641951,NA,NA,NA,10,FALSE
M02484914,Psg20:Het,DACZ,Female,Psg20,C,2017-01-03,23.3,NA,NA,-0.041666666666666644,-0.041666666666666644,-0.17708333333333345,NA,NA,NA,10,FALSE
