Gene_Name,Colony_Prefix,Mouse,Genotype,zygosity,Sex,Assay_Date,Granulocyte_precursors_-_%_of_CD45+,HFA-_%_of_B220+,HFA-_%_of_CD45+,HFB-_%_of_B220+,HFB-_%_of_CD45+,HFC-_%_of_B220+,HFC-_%_of_CD45+,HFD-_%_of_B220+,HFD-_%_of_CD45+,HFE-_%_of_B220+,HFE-_%_of_CD45+,HFF-_%_of_B220+,HFF-_%_of_CD45+,Myeloid_precursors_-_%_of_CD45+,Plasma_cells_-_%_of_CD45+,T_cells_-_%_of_CD45+,Total_B_cell_precursors_-_%_of_CD45+
Polr3g,MGHL,M01906757,Polr3g:Het,Het,Male,2014-12-01,51.51766081436063,8.328426472400619,1.886259951556428,15.071138072219863,3.41337997810425,9.714215290235119,2.200119713308336,21.34963780519534,4.835363187227272,9.83608802223835,2.2277220046086526,32.81389075273529,7.431839398083967,23.601819890397195,0.04931195861517134,2.182751979456452,22.648455357170548
Actl10,MGML,M01895485,Actl10:Hom,Hom,Female,2014-12-03,53.30844122744418,9.780942649125048,2.341981853399939,13.618171754587644,3.2607809154857783,10.419593817856686,2.4949026404322563,26.174053731851664,6.267203588541135,12.427087324903137,2.9755836476705064,25.399156980457278,6.0816597002752575,20.926190233459067,0.46233051279437254,1.3587011927821389,23.944336833520236
Vps13a,MUDS,M01896347,Vps13a(b):Hom,Hom,Female,2014-12-03,47.248457011626236,13.28659305391052,3.630100343176273,10.113475719252666,2.7631561778253326,11.81561150804264,3.228205696987095,26.364956252626754,7.203309106567324,12.249264509227066,3.34668632644806,25.385893860084817,6.935814293356994,21.33329853726007,0.11508801231780993,3.981627673317066,27.321528765478813
Nfkbil1,MGJQ,M01897789,Nfkbil1:Hom,Hom,Female,2014-12-03,46.01661027376192,13.94486635173115,3.2238999927420777,9.45404532679543,2.185671478784402,11.237517191891406,2.59799059235015,17.922920528613286,4.143582441357715,9.930933444956048,2.295922775706006,36.146325420080125,8.356633568236568,26.622404860734296,0.11474429648267256,4.127338519867699,23.118902049153416
Polb,MGLG,M01900809,Polb:Het,Het,Male,2014-12-03,64.33266888944046,14.054194523848897,1.5222503409646293,9.345838550402798,1.012274726652559,7.370833234898061,0.7983562050444852,23.733138037751896,2.570604626883622,9.37418790899856,1.0153453274411917,30.891351083181746,3.345931326013362,23.167682950233235,0.06294731616696904,1.605412445656763,10.83128839850257
Col24a1,MUFB,M01901105,Col24a1(b):Hom,Hom,Female,2014-12-03,44.7340135753935,12.389211628156648,3.058438976986616,11.010246806074125,2.718023469823461,10.639262325392755,2.626441097221609,20.795409812599157,5.133618976103184,9.704047428755471,2.3955710646818913,33.500733618828356,8.270094379904885,27.34543634141673,0.18316474520370452,3.0510770499285895,24.686308288057482
Ddx51,MGMT,M01901243,Ddx51:Het,Het,Male,2014-12-03,57.74427545345826,11.691826648286991,1.6535861778740422,11.708637326429749,1.6559637280938466,8.771811854890228,1.2406057046939973,24.414147866724946,3.4529161842221012,10.553743738022392,1.4926260279932764,29.032041152540096,4.106029229602402,26.031084091573724,0.08464078782504084,1.9969044296138143,14.143095237529154
Orc1,MGNP,M01901786,Orc1:Het,Het,Male,2014-12-03,52.90838151647629,9.620408118653886,2.0688196305175577,13.780289202452648,2.9633808113571196,11.264249724022603,2.4223193719738636,26.6687068956095,5.734969209796455,11.081722098958391,2.3830677384477976,26.249002655940888,5.644713956658675,23.508202886287783,0.06769143985333521,2.01123489869788,21.504489258684718
Psph,MGJF,M01903733,Psph:Het,Het,Male,2014-12-03,53.03305100227965,8.065427866979373,1.7755348977597971,15.334656323290638,3.3757933114281857,8.328823140297072,1.8335191122855046,29.149076913825244,6.416919740844981,11.120331950207468,2.4480458790168633,23.730831679595887,5.2241394374736885,22.85292926190596,0.06672156191999237,2.0331542618397678,22.014143912054625
Psph,MGJF,M01903734,Psph:Het,Het,Male,2014-12-03,51.48997560913998,7.32301849998717,1.6021062026883275,16.076514510045417,3.5171676289221145,9.396248684987043,2.0556807688313437,24.66964308623919,5.397144388839147,11.09229466553768,2.426736199797351,28.237497754855927,6.177708045054326,24.47057238528016,0.0614683353869558,2.100308464386257,21.87767520580665
Adamts19,MGTS,M01903820,Adamts19:Hom,Hom,Female,2014-12-03,42.36230442253776,11.694865247072467,3.465376382985138,11.705039118535776,3.4683910644840372,11.883081869143664,3.5211479907147814,31.96935629915252,9.473033673992342,12.817043269475334,3.797895752313768,19.213356258457033,5.693226010671972,25.70890235446625,0.15585903349311148,2.141328268668415,29.631605920834463
Dpm1,MUFC,M01904057,Dpm1(b):Het,Het,Male,2014-12-03,51.462331003073395,8.773964771578651,1.686386292338806,14.626588675868696,2.8112807936684874,8.614890056173259,1.6558115833558928,23.531458681999702,4.522827523607815,10.339856501350479,1.9873560838893578,30.128088286467047,5.790722486742998,27.071993885058205,0.07134098762679746,2.1739892033058905,19.220344920935712
Dpm1,MUFC,M01904059,Dpm1(b):Het,Het,Male,2014-12-03,58.34008710562579,13.241938531842154,1.8537000651729005,10.15822295521311,1.4220197827409653,8.787300932845437,1.2301084371249853,26.227902901613152,3.67156705954783,11.762785823498085,1.6466378238503956,26.00972358226391,3.64102477772674,25.63387259299163,0.057477207521578,1.969856932256257,13.998706161604742
Kif3b,MUEF,M01904876,Kif3b(b):Het,Het,Male,2014-12-03,52.02311069683485,9.046738531749154,1.7011218748959684,14.352033991659455,2.6987138941598143,9.095916279801715,1.7103691127460228,22.037532457313716,4.143872225366283,9.990951294358329,1.878668841617009,31.971437563931072,6.011814271077229,26.815880096615142,0.10282928489260257,2.2544765878432114,18.80370333381419
Pepd,MFPW,M01906652,Pepd:Hom,Hom,Male,2014-12-03,56.82996678641632,12.96293379121312,2.324103572154816,10.436193506718546,1.8710883662080027,9.880121611190749,1.7713911294877878,17.68875726595359,3.1713888700603263,6.98161654668326,1.2517228134390745,39.3298782312818,7.051390677602296,22.657538579723898,0.07851510427257734,2.50514019747396,17.92883933211324
Abhd17a,MFTD,M01906722,Abhd17a:Hom,Hom,Female,2014-12-03,43.801249313284636,8.685260795293505,2.883695851221845,14.714691710777291,4.885598307119458,12.249603578897375,4.067135328707754,29.803206606252346,9.895314057826521,11.837478838390416,3.9303009339328954,22.358916219176823,7.4236474250717235,20.448348831057846,0.13429100453740817,2.413931674364661,33.20217917675545
Prrt2,MGKU,M01898582,Prrt2:Hom,Hom,Female,2014-12-08,41.43305284912902,13.494423309139542,3.8356214939474462,9.905605255982445,2.8155447298494245,12.255735746653336,3.483540005904931,28.011997351234143,7.962060820785356,12.246646844203228,3.4809565987599647,23.741511614318917,6.74822852081488,27.241290227339825,0.16718334809565988,2.7347209920283437,28.423752583407147
Prrt2,MGKU,M01898583,Prrt2:Hom,Hom,Female,2014-12-08,42.83714192191394,11.835021830359036,3.61942850105491,11.564791657835617,3.536785747852099,12.08087830104701,3.694617202008057,25.34653045653003,7.7515661611955,12.438006019244627,3.803835271927067,26.215505913272008,8.017319328357484,23.304608224736434,0.2090375522188769,3.0668563668949336,30.582355934235817
Enc1,MFZR,M01902619,Enc1:Hom,Hom,Female,2014-12-08,30.950708690605094,14.159766849171412,5.6636719245364,9.240674576560536,3.696116590091013,11.619739778311608,4.647703218128433,19.044715695001646,7.617570454478945,8.284658626702598,3.3137260640113935,36.67004036240809,14.667408036053963,23.668217689463773,0.26972188893115995,5.113010057261031,39.99834167373894
Supt5,MFJT,M01904400,Supt5:Het,Het,Female,2014-12-08,47.253807918819454,10.17812138137729,3.085046531193707,13.22117022001226,4.007411957200593,12.427627545807507,3.7668846552872135,32.10952932361556,9.732581126349094,13.914242898985082,4.217486231618501,17.975614740140315,5.448511156647276,20.103127371077882,0.13316747616663485,2.199327968783066,30.310569265152964
Atg16l2,MEVT,M01904422,Atg16l2:Hom,Hom,Female,2014-12-08,43.03285647918235,11.519229131434551,3.0334972686349584,11.880573771489056,3.1286545023468912,12.16040295402285,3.2023452893965367,25.40970642268806,6.691443858834084,12.050904578248755,3.1735097640292844,26.53875634178093,6.988770164843086,27.45718725469779,0.16692565240376142,3.0088268747096425,26.334203739006455
Tmem110,PMAC,M01904977,Tmem110(b):Hom,Hom,Female,2014-12-08,43.23531854805216,10.270701645491052,3.3673893180496717,13.129726511533638,4.304759531522552,12.381085086708131,4.059307251432844,24.624095866637955,8.073344962206164,9.951483982113677,3.2627294625799483,29.42376144813346,9.646980646233077,21.702383918930142,0.1474374948085389,2.1284990447711603,32.78636099343799
Lce1m,MUGQ,M01904982,Lce1m(b):Hom,Hom,Male,2014-12-08,47.57623607211336,6.9521703447018055,1.8102542488587594,16.44742841510122,4.282695287224633,11.019286886740835,2.8692782134313206,27.26153565566296,7.098547403788504,11.581251139886923,3.0156063565182807,25.157304395403973,6.55063309924788,24.085374902794186,0.08726262488350142,2.212434033610951,26.038692366598003
Apip,MUEU,M01905063,Apip(b):Hom,Hom,Female,2014-12-08,40.99879869572679,12.856237353421584,3.620044619873005,10.54389429288866,2.9689377037926894,11.497111094858479,3.237343401407242,26.419464150759403,7.439162519306676,10.78524586167386,3.036897202677192,26.794899924425263,7.544877295349236,28.292088553286426,0.126995023168011,2.4242320233396257,28.157885704479146
Apip,MUEU,M01905066,Apip(b):Hom,Hom,Female,2014-12-08,41.17753730588559,10.804416403785488,2.9621518320773075,12.595400427393916,3.453170172030786,11.505291543706116,3.1543046057380795,24.47974966927852,6.711397693469247,10.955785081917167,3.003651251434171,28.56415996743665,7.831184546871676,28.88429334160997,0.19668632367454691,2.32536242245014,27.416120606379753
Dap,MGBG,M01905086,Dap:Hom,Hom,Female,2014-12-08,47.20715252812923,12.011008826041568,2.954386292544003,11.388440732656353,2.801251225547411,12.405808104773655,3.0514963350296465,22.46369934516466,5.525468042392268,11.576350004745183,2.8474718707689433,29.95919142070798,7.369158224006724,25.200989775433026,0.1769457024137448,2.8175918576964376,24.59732013632756
Polr3g,MGHL,M01905874,Polr3g:Het,Het,Female,2014-12-08,42.7488678141834,11.260364842454393,3.392296140429246,12.139303482587065,3.657085088062162,12.360745293142132,3.7237966209286126,32.52268071407667,9.797778829227292,11.622280753097257,3.5013268835722116,19.85464832699249,5.981408935818804,24.688557061871272,0.11520229464162388,2.3213850137096608,30.12598781559404
Polr3g,MGHL,M01906619,Polr3g:Het,Het,Male,2014-12-08,51.60693227448463,11.102646351242983,2.480034631517667,12.297514033680834,2.7469361556029916,11.843090082865544,2.6454299831320625,30.249933172948413,6.757027063336866,12.031542368350708,2.687525189950889,21.718791766907245,4.851397948978221,24.02173426281142,0.07015867803137735,1.9638458897463837,22.337328894926184
Polr3g,MGHL,M01906620,Polr3g:Het,Het,Male,2014-12-08,60.370038192939845,11.67644886694912,2.0181458453001184,11.723092470944922,2.0262076795689605,11.693940218447546,2.021169033150934,29.469040307847788,5.093399709102147,12.02433241341781,2.0782736925552316,22.505538927974502,3.889835034716274,21.000742360572254,0.09506246242009547,1.2502561311929163,17.283900852874883
Usp5,MGJB,M01906636,Usp5:Het,Het,Male,2014-12-08,48.573590100550966,9.563034944333612,2.3037116732760143,13.836154192676492,3.3330956241880427,11.18604800823734,2.6946915413784445,26.07503700366819,6.2814124884116795,10.844970718836477,2.612526858549623,27.080249694317526,6.523565761201526,25.06766959255619,0.09022612340825305,2.1787593442948254,24.089754839189766
Supt3,MGEJ,M01899020,WT,WT,Male,2014-12-10,52.09810522363638,9.361205432937183,2.238012729934118,14.038624787775891,3.3562580386565837,11.703098471986417,2.7978964405399442,30.35229202037352,7.2564176067825334,9.841893039049236,2.3529322228677105,23.80517826825127,5.691178597068919,21.589389861208712,0.113904751274135,2.291286667055651,23.90731349682513
Rpia,MGQP,M01899855,Rpia:Het,Het,Male,2014-12-10,46.70526684263805,6.462133107863269,1.89807850594613,16.937633369569593,4.974976111410704,11.804968393928414,3.4673932582143636,25.053750452953256,7.3588681066046036,8.499416193582157,2.4964758417771216,30.446511253371984,8.942847141410988,21.216378584471,0.11613165687471028,2.5899015127863083,29.37232140322993
Vps13a,MUDS,M01901151,Vps13a(b):Hom,Hom,Male,2014-12-10,45.91899386017033,8.639815967832394,2.2501980590215886,14.760596583617716,3.844325609031492,10.694968583351553,2.78545256486433,24.37950931092501,6.349524658348188,9.211114174089108,2.398989898989899,30.409034306409755,7.919885125767479,25.312438106555753,0.11759754406813232,2.606456724103783,26.044513765102
Supt5,MFJT,M01904396,WT,WT,Male,2014-12-10,49.83743659369668,8.602035494095462,2.114474882392197,14.798122316879086,3.637541133966054,11.580383293434796,2.8465855109816594,25.66969360598077,6.309892862661043,10.06245569924973,2.4734622224998275,28.268225161488775,6.948640483383686,23.110631876892327,0.09040432099780071,2.3804279576184544,24.581099250794736
Rbmx,MUAG,M01905048,Rbmx(b):Hom,Hom,Female,2014-12-10,40.52913465313219,11.809957278083377,3.953320995270409,11.589366989640633,3.879479558073019,12.12269287688828,4.058007589778102,32.20897439477285,10.781784532555662,10.436154469047553,3.493447740825902,21.355373746963394,7.148598882096723,22.144486194455347,0.10421924363935468,3.7476866132017275,33.474473295571386
Gldc,MDSB,M01906885,WT,WT,Female,2014-12-10,42.45376417054386,9.554852178597885,3.297280464054809,13.844703347026735,4.777663643927175,12.290389925247492,4.241286190372164,30.435719577075897,10.503051402064635,11.084921543538286,3.82529154485073,22.479628257795138,7.757486741623169,19.079977875592036,0.1250307928997383,3.8322635221499723,34.50896363881439
Nrde2,MFUJ,M01908302,Nrde2:Het,Het,Male,2014-12-10,55.80489809547048,11.16378074002506,1.8993925539702312,12.23562446219109,2.081754787008617,10.40292266119171,1.7699410533345319,19.213176129587413,3.268907239266955,10.54482873145031,1.794084785595952,34.2416328255914,5.825831225037565,24.9859375601988,0.10068450049443281,2.0945971977859683,17.013882646050316
Dhodh,MUBN,M01908337,Dhodh(b):Het,Het,Male,2014-12-10,55.510018090682614,6.860575403098325,1.4802707872311978,16.538729054694908,3.5684758258819547,10.570976920644958,2.2808448867217663,24.55896300980082,5.298960126825781,12.02782168827063,2.5951807294665294,27.413215301928552,5.91480734650888,20.808377923364265,0.09550134111169017,2.0096210779645665,21.576481566876858
Dhodh,MUBN,M01908340,Dhodh(b):Het,Het,Male,2014-12-10,48.96928636542633,7.726307539483638,1.8445150805098849,15.67406975366585,3.741898427658588,11.27505035132007,2.6917127360307025,26.83064641070273,6.4053277288619395,9.452378131578708,2.256582969456066,27.716465109497037,6.6168007954172134,24.650318841336457,0.10856487676037187,2.3986528382426853,23.873177078234157
Supt3,MGEJ,M01909263,WT,WT,Male,2014-12-10,58.31641647174076,12.38401244885021,2.251361425364553,11.01665610051294,2.0027817868920734,11.40424183044205,2.073243243951185,27.243386548325745,4.9527331972999376,10.614661979136649,1.929700944812177,26.141144602616563,4.752350243209899,21.464026675817053,0.09115459872331175,1.9488224554639062,18.179579798254967
Supt3,MGEJ,M01909266,Supt3:Het,Het,Female,2014-12-10,39.69198098763131,10.074960957834461,3.2209855010717754,13.32535137948985,4.260141927065997,12.152004164497658,3.885020436964944,26.631962519521085,8.514292561477319,10.443519000520563,3.3388142566137216,26.924518479958355,8.607823296808638,24.174865861614453,0.17408033657750735,3.9888695096459816,31.97020330453075
Supt3,MGEJ,M01909267,Supt3:Het,Het,Female,2014-12-10,42.651586806463946,14.620760939115026,3.9852957946777754,8.779593443913964,2.3931228324377987,11.987498154255057,3.2675266480180847,23.424964315597776,6.385126749981553,10.562583058522419,2.879126334077935,30.011812767633018,8.180555835060675,25.861826085206573,0.11638593172472547,4.112414722988066,27.257786453616685
Dpm1,MUFC,M01909604,Dpm1(b):Het,Het,Male,2014-12-10,54.06693874181582,10.572908612958095,2.116665548785207,12.827947013040564,2.568117676801552,9.061388588217103,1.8140636366919654,24.228132570486057,4.850401663407612,10.11030359259832,2.024053369380711,29.660842224627597,5.938014332960133,23.722132505069162,0.08590489064539596,2.105314752423653,20.019709110045973
Kif3b,MUEF,M01910361,WT,WT,Female,2014-12-10,45.6862880817949,11.19794743682798,3.2799042825641984,12.202285502084633,3.5740771870148618,12.160086423712507,3.5617169809455063,27.11037590939014,7.940690787196804,11.775230828958696,3.4489919015929833,25.11351552082102,7.355805835994898,21.62788858015841,0.15079451404613817,3.244801297327229,29.290227526673323
Kif3b,MUEF,M01910362,WT,WT,Female,2014-12-10,43.68118439684147,8.868587491215742,2.543752236113421,14.530920590302179,4.167863459765076,11.990513000702741,3.4392054301652335,30.449754040758958,8.7338180975273,11.77617709065355,3.3777280583732687,21.774420238931835,6.245496278603356,25.08226377823802,0.10582170554354563,2.448008788240689,28.682721331136275
Tmem30a,MGNA,M01902890,WT,WT,Female,2014-12-15,36.59806341856508,10.25010250102501,3.197789687767815,13.148831488314883,4.102124611468553,11.810168101681016,3.6844932782460758,27.706027060270603,8.643625526036404,11.939319393193932,3.724785428311951,24.354243542435423,7.597948298136329,28.982847056114814,0.20018163445426523,3.0212716970030313,31.197636193862806
Supt3,MGEJ,M01910063,WT,WT,Male,2014-12-15,52.899932708562424,9.544610680353829,2.2951303976759836,13.8555203669324,3.3317467872441693,10.721306104619417,2.578082686405488,30.25281205635033,7.27469677821727,10.975210221688327,2.6391373565953815,22.772196134105055,5.475881764020417,20.716243496528747,0.06630668482988396,2.2711680808810253,24.04634902919792
Supt3,MGEJ,M01910064,WT,WT,Male,2014-12-15,51.384050772387525,5.103316113981003,1.0628191168623844,4.086818863522746,0.8511229009322443,2.6766372271288117,0.5574377817012914,46.19438426928845,9.620465124349836,13.172804532577903,2.7433747326684568,27.066322279620064,5.6368455528611525,25.12417631518443,0.13014111635049605,2.5355827502288317,20.826049045848716
Dclk1,MGKF,M01910081,Dclk1:Het,Het,Male,2014-12-15,53.80345630030901,11.159607716348745,1.9751649944683936,12.237310054962819,2.165910044634342,8.36835865933829,1.4811353145385877,27.594568380213385,4.884027009499103,10.620756547041706,1.8797924693854193,25.78402845134174,4.56357532522031,26.215999694807916,0.06389959180559265,2.217411208179148,17.69923320489833
Tgm6,MGKM,M01910117,Tgm6:Hom,Hom,Male,2014-12-15,51.98093170340303,11.367796828670878,2.080993061783169,12.033002449400541,2.20276584698164,8.480082506123502,1.5523670175107376,18.450431867990204,3.3775428328692128,9.403119762794896,1.7213385566621042,36.145417042671134,6.61679331665644,26.63472884315854,0.11044508424977581,2.9678576485580783,18.306036720630576
Kif3b,MUEF,M01910354,Kif3b(b):Het,Het,Male,2014-12-15,53.205756761031154,9.578923538400588,1.7844904844746692,13.820816118625842,2.5747271864621224,9.593072613051106,1.7871263640676895,25.78527364310374,4.803626970319995,11.919180485596243,2.2204649691602087,26.294640330522384,4.898518635668723,25.95814223206284,0.042174073488323055,2.1645843217881806,18.6293426116295
Dcdc2b,MUFJ,M01910605,WT,WT,Male,2014-12-15,53.75913309006779,12.233001067995728,2.3382411731183073,11.167230331078676,2.1345275459950495,9.429512281950872,1.8023765172199682,19.406372374510504,3.7093742291629455,12.771448914204342,2.4411612102035436,31.821822712709146,6.082489133855589,24.833073906793572,0.10717293117966777,2.186412853947111,19.11420721801186
Tmem110,PMAC,M01911401,Tmem110(b):Hom,Hom,Female,2014-12-15,42.18218203042684,11.933947284852334,2.8486313986188914,11.467132422991426,2.737202762217354,11.813274055255636,2.8198267171001263,19.377580184185454,4.625425437565853,9.60304858685297,2.2922462345459094,35.01746586217847,8.358663765984703,29.6385012469395,0.13341115650796298,4.175920802286182,23.869984763839515
Ptprd,MEXY,M01911475,Ptprd:Hom,Hom,Female,2014-12-15,44.086822887779626,11.650422910136962,3.135399334442596,11.749173500493754,3.161975411351451,12.305182259241768,3.3116102791643556,25.338113434373792,6.81907469033093,12.708771628526039,3.420225550009244,25.952084496157312,6.984308559807728,25.21491957848031,0.1554122758365687,3.6305232020706226,26.91232205583287
Slc25a20,MERS,M01912896,WT,WT,Female,2014-12-15,41.6791240557959,13.028877130640218,3.3031056023601386,10.371556319190892,2.629416598192276,12.300603315305466,3.118472245597014,21.03207919245563,5.332092544376355,9.959583731963995,2.5249725277445028,33.00857137278638,8.36839552127986,28.281573293997685,0.1658235241706349,4.521289760521132,25.35218936551465
Slc25a20,MERS,M01912901,WT,WT,Female,2014-12-15,49.71895521834304,9.820042787029658,2.1713723889733982,13.578589705944042,3.002448707008496,12.500524350853642,2.7640707898935184,23.69646377784303,5.239676473861908,9.987835060195478,2.2084740103142506,30.31586895423466,6.703335435758542,24.924869216784774,0.23559529551441397,3.0089414907431453,22.111638778614626
Dlg3,MCZY,M01913571,Dlg3:Hom,Hom,Female,2014-12-15,42.13360192049921,12.557632872270355,3.753909533582231,10.842579926027259,3.241221061878545,11.572174089273952,3.4593219183787833,29.556163550691593,8.835356572181539,16.144804174899935,4.826238744708404,18.298120281704414,5.469939189240358,25.141424774136873,0.1075358389688676,2.7239888223311044,29.893448644063948
Dlg3,MCZY,M01913572,Dlg3:Hom,Hom,Female,2014-12-15,48.6926171752353,16.747593861094252,2.820675706264193,6.65048122778115,1.1200922944367775,8.683776987774214,1.4625455448219462,20.56706841238186,3.4639620891838807,7.57825370675453,1.2763502807532512,35.85363738836382,6.038567975874935,29.656889589859293,0.17451242397026717,4.633706454038977,16.842274356896162
Psph,MGJF,M01916556,WT,WT,Female,2014-12-15,43.39469649938552,14.596633778293674,3.5050488413637573,8.803355669287184,2.1139251732569777,12.087796127262175,2.902608673618062,26.45491478921543,6.35254469206502,10.53395240858967,2.5294885276641033,27.01155489896059,6.4862091246563365,29.70644503287765,0.19384510129356763,2.692293073521773,24.012720292921486
Psph,MGJF,M01916557,WT,WT,Female,2014-12-15,52.32146694362868,11.744047783646268,3.0420456987321822,11.655559549816111,3.0191247045340592,11.500705140613334,2.9790129646873433,28.789093825180434,7.457202206145691,12.084174432430936,3.130148270181219,23.125846860050327,5.990258577465798,18.421316524604254,0.16760977007377695,3.1867344746078365,25.902872287085454
Psph,MGJF,M01916561,WT,WT,Female,2014-12-15,47.32560959683588,14.429431634601265,3.6659763810376673,8.969745924511676,2.278875394115781,11.473784696724923,2.915057554896364,31.82552504038772,8.085670043469339,12.479806138933764,3.1706498013096773,19.694521956234396,5.00363799182851,23.566724501408558,0.11660230219585456,3.584821178709353,25.406242420850354
Atad3a,MGPY,M01907041,Atad3a:Het,Het,Female,2014-12-17,39.632093381982145,7.953202160920048,2.6693809142416423,15.446822143906669,5.184509507282489,12.13363235635295,4.072483759010412,34.130605300661756,11.45545964225327,12.996453704828928,4.362077660110943,16.873073566291417,5.66321082139361,24.525377473228325,0.14312835572958382,2.1358013704725463,33.5635994185874
Rpia,MGQP,M01907765,Rpia:Het,Het,Female,2014-12-17,37.74156315850779,11.608524971826974,3.3087313941216543,11.79056606110141,3.360617836935382,12.106351624128493,3.450624931612257,25.76810194300999,7.3445789256329626,10.10885314113757,2.881285936656184,28.123490730764942,8.015925961222827,30.170378135688342,0.20895764724984203,3.37650144187836,28.502599616675667
Ddx51,MGMT,M01908663,Ddx51:Het,Het,Male,2014-12-17,51.49022452276548,10.643508571600282,1.9463035618124471,12.755983593010503,2.3325970129570406,9.414486830836728,1.7215609991977405,30.93438706672476,5.6567538162276225,9.187613624412158,1.680074291429011,23.87727812251153,4.366269932851977,27.91258668249206,0.07225830558394601,2.2386337410570043,18.286296748101503
Actl10,MGML,M01909088,Actl10:Hom,Hom,Female,2014-12-17,44.152832790218824,11.309628230213885,3.0652139724895124,12.090952027528507,3.276973773237804,11.811618649213953,3.2012669014676893,29.0965521894609,7.885949609213563,11.231360906821402,3.0440014190466784,23.671817016395654,6.415700215417138,26.149958123493633,0.14556200465944708,2.44895272160718,27.10269436002092
Grb7,PMAA,M01910376,Grb7(b):Hom,Hom,Female,2014-12-17,36.837895164753746,8.65149026050223,3.02133225803279,14.748650551513729,5.150624034934155,12.31823515606665,4.301857843956844,25.288899319408593,8.831561382285734,11.848861769537669,4.137940078221558,26.862238911053744,9.381013733030413,24.97877264933728,0.1642456012667565,3.0964065947395514,34.92267998990267
Grb7,PMAA,M01910377,Grb7(b):Hom,Hom,Female,2014-12-17,40.62534354501814,10.127862088686452,3.0283875065655272,13.272329908699115,3.968632049543772,12.1683449416859,3.6385234587807056,26.09836802222268,7.803815945374815,10.348454829551256,3.094348150048249,27.552646091627686,8.23866759500165,26.550685868542878,0.1997141705449082,2.722708783759024,29.90154763213505
Prrc2b,MDZU,M01911000,Prrc2b:Het,Het,Male,2014-12-17,50.58666469308982,7.699471847590305,1.8590524553952654,15.700745072149392,3.790975440354333,10.310761105347543,2.4895533264258143,28.223144393096295,6.814533116239881,10.87663868716401,2.6261855693579426,24.899792511553333,6.012103339519738,23.117036902091613,0.09934302663190135,2.0517608480307876,24.145194530155877
Ell2,MUAK,M01911010,Ell2(b):Hom,Hom,Female,2014-12-17,39.751219309427476,8.009478672985782,2.4001690406251734,15.390128308866027,4.611899351549077,11.63564905791238,3.4868092889209112,25.53693214657265,7.652552236324336,11.932724540515547,3.5758327329158126,26.529880938619815,7.9501053039960095,27.429266197417277,0.14098265255223633,2.711924291969185,29.966607548633817
Ddx51,MGMT,M01912001,Ddx51:Het,Het,Female,2014-12-17,42.709395078950394,8.5756717551979,2.5913260673696077,14.82351315880362,4.479247475292128,12.006400957841173,3.6279956445962727,24.77723285211024,7.486980752037682,9.48746287214202,2.8668436194379026,29.735672676199027,8.985281379257563,24.73813656904115,0.13219276488125264,2.203096789455192,30.217178797672016
Slc25a20,MERS,M01912876,Slc25a20:Het,Het,Female,2014-12-17,38.74871966918539,12.073772999431844,3.5107115716489647,11.326428040732486,3.2934048031149845,12.2118788514488,3.550868845834191,31.28184956951182,9.095876762917046,12.29404309252218,3.5747598823747695,20.4239325204318,5.9387017000759945,29.72426185592688,0.20307381059491222,2.246774074667114,29.077170589625702
Slc25a20,MERS,M01912899,Slc25a20:Het,Het,Female,2014-12-17,39.969639833637274,9.929973971662873,3.131493177548588,13.469392200211274,4.247675764413351,12.060159219367698,3.8032633744431963,28.051795301830694,8.846348022296176,12.451128802151965,3.926558620192258,23.497380830510874,7.410078613598195,25.79446442125074,0.12329524574906156,2.5768362920757903,31.535764207287126
Trim56,MGMD,M01913169,Trim56:Hom,Hom,Female,2014-12-17,46.27678017925252,10.682270425754083,2.848496947663728,12.71745769056485,3.391192880333708,11.78556652284414,3.1426980341063118,22.28264081801525,5.941811227974321,11.43881632090155,3.050234835510071,30.277597178714267,8.073718386517184,24.400827965914704,0.15708236579702226,2.4996585165960936,26.665650972439664
Dbn1,MUCL,M01914461,Dbn1(b):Het,Het,Male,2014-12-17,51.08880227076577,7.471696976996266,1.5463516010331861,15.927977839335181,3.2964738946063084,9.859388172949537,2.0405111092416552,27.036914368300614,5.595593069303846,10.51276646995062,2.1757350856366586,26.449777188967843,5.4740784361378285,26.091995924586147,0.08443709125125799,2.0386416533467933,20.696123060050038
Fam69a,MGKX,M01915326,Fam69a :Hom,Hom,Female,2014-12-17,40.927726311669844,9.043234706951521,2.897056647718866,14.355948869223207,4.599017768932289,11.31968654092548,3.626332192647108,28.659753880992817,9.181330927869494,12.603915258782516,4.037742873097464,22.736211674264773,7.283687232427943,24.485140056222946,0.09306854140118269,2.458441316705087,32.035623774000946
Fam69a,MGKX,M01915327,Fam69a :Hom,Hom,Female,2014-12-17,40.18844973064819,9.418075643376111,2.678071479600703,13.981123107218036,3.975594215211137,10.574115570041421,3.006796547662721,23.647042846472466,6.724141260064489,11.516262646839138,3.274700237493001,28.836490799212335,8.19978374621073,28.766098356857366,0.10571334787897511,2.504296113224305,28.435442451391168
Apoo,MUDZ,M01926395,Apoo(b):Hom,Hom,Female,2014-12-17,42.98289879450519,9.275956284153006,2.4634311251834626,14.123199205166417,3.750721482874058,11.999503229011426,3.1867280133247577,24.0772478887233,6.394234733422385,11.009687034277198,2.9238608816108442,28.91331346249379,7.678556704431141,27.996833720872704,0.1843697950164086,2.2787315094246274,26.557166180181074
